dia;dia_semana;fim_semana;cclothes;eating;mcoffe;mhotfood;toileting;whandface
97;5;1;2,0;3,0;4,0;2,0;5,0;9,0
98;6;1;4,0;2,0;2,0;2,0;5,0;8,0
99;0;0;2,0;2,0;3,0;1,0;5,0;9,0
100;1;0;2,0;3,0;3,0;2,0;5,0;9,0
101;2;0;2,0;3,0;4,0;2,0;3,0;8,0
102;3;0;2,0;3,0;3,0;2,0;5,0;5,0
103;4;0;3,0;2,0;2,0;1,0;2,0;6,0
104;5;1;2,0;3,0;2,0;2,0;4,0;8,0
105;6;1;4,0;2,0;2,0;1,0;1,0;3,0
106;0;0;3,0;3,0;4,0;2,0;6,0;6,0
107;1;0;2,0;3,0;3,0;2,0;5,0;10,0
108;2;0;2,0;3,0;3,0;2,0;4,0;8,0
109;3;0;3,0;2,0;2,0;1,0;4,0;9,0
110;4;0;2,0;3,0;1,0;2,0;3,0;5,0
111;5;1;2,0;3,0;3,0;2,0;6,0;7,0
112;6;1;2,0;3,0;1,0;2,0;3,0;8,0
113;0;0;2,0;3,0;3,0;2,0;3,0;8,0
114;1;0;3,0;3,0;2,0;2,0;5,0;6,0
115;2;0;3,0;3,0;2,0;2,0;7,0;11,0
116;3;0;2,0;3,0;3,0;2,0;6,0;7,0
117;4;0;2,0;3,0;5,0;2,0;6,0;8,0
118;5;1;3,0;2,0;3,0;1,0;5,0;8,0
119;6;1;2,0;3,0;3,0;2,0;5,0;8,0
120;0;0;1,0;3,0;2,0;2,0;4,0;11,0
121;1;0;2,0;3,0;3,0;2,0;3,0;6,0
122;2;0;2,0;3,0;2,0;2,0;5,0;13,0
123;3;0;2,0;3,0;2,0;2,0;3,0;4,0
124;4;0;2,0;3,0;3,0;2,0;5,0;8,0
125;5;1;2,0;2,0;2,0;1,0;5,0;7,0
126;6;1;2,0;3,0;2,0;2,0;6,0;6,0
127;0;0;2,0;2,0;2,0;2,0;6,0;6,0
128;1;0;2,0;3,0;4,0;1,0;5,0;8,0
129;2;0;3,0;2,0;1,0;1,0;2,0;8,0
130;3;0;3,0;2,0;3,0;1,0;7,0;11,0
131;4;0;2,0;3,0;3,0;2,0;6,0;9,0
132;5;1;2,0;2,0;4,0;2,0;4,0;5,0
133;6;1;3,0;4,0;2,0;1,0;3,0;7,0
134;0;0;2,0;3,0;4,0;2,0;5,0;8,0
135;1;0;2,0;3,0;3,0;2,0;7,0;7,0
136;2;0;3,0;2,0;3,0;1,0;3,0;5,0
137;3;0;3,0;4,0;2,0;3,0;5,0;11,0
138;4;0;2,0;3,0;2,0;2,0;5,0;11,0
139;5;1;2,0;3,0;1,0;2,0;4,0;6,0
140;6;1;4,0;2,0;1,0;1,0;3,0;3,0
141;0;0;2,0;2,0;3,0;1,0;7,0;11,0
142;1;0;2,0;3,0;3,0;2,0;3,0;9,0
143;2;0;3,0;3,0;3,0;2,0;8,0;11,0
144;3;0;2,0;3,0;4,0;2,0;6,0;14,0
145;4;0;2,0;2,0;1,0;1,0;4,0;8,0
146;5;1;3,0;3,0;5,0;2,0;6,0;9,0
147;6;1;3,0;3,0;2,0;2,0;6,0;8,0
148;0;0;2,0;3,0;3,0;2,0;7,0;11,0
149;1;0;2,0;3,0;3,0;2,0;4,0;10,0
150;2;0;3,0;3,0;3,0;2,0;6,0;9,0
151;3;0;2,0;2,0;3,0;1,0;5,0;5,0
152;4;0;3,0;2,0;2,0;1,0;4,0;8,0
153;5;1;2,0;3,0;4,0;2,0;6,0;11,0
154;6;1;3,0;2,0;2,0;1,0;2,0;7,0
155;0;0;3,0;3,0;3,0;2,0;4,0;11,0
156;1;0;2,0;3,0;1,0;2,0;6,0;9,0
157;2;0;2,0;3,0;4,0;2,0;4,0;9,0
158;3;0;2,0;3,0;3,0;2,0;2,0;6,0
159;4;0;2,0;2,0;2,0;2,0;5,0;8,0
160;5;1;2,0;3,0;3,0;2,0;5,0;8,0
161;6;1;2,0;3,0;3,0;2,0;3,0;6,0
162;0;0;2,0;3,0;4,0;2,0;7,0;13,0
163;1;0;2,0;3,0;5,0;2,0;5,0;8,0
164;2;0;2,0;3,0;3,0;2,0;3,0;10,0
165;3;0;3,0;3,0;3,0;2,0;5,0;7,0
166;4;0;3,0;3,0;1,0;2,0;6,0;11,0
167;5;1;3,0;3,0;2,0;1,0;4,0;8,0
168;6;1;3,0;3,0;2,0;2,0;4,0;7,0
169;0;0;3,0;3,0;3,0;2,0;6,0;9,0
170;1;0;2,0;3,0;4,0;2,0;3,0;8,0
171;2;0;3,0;2,0;4,0;1,0;3,0;4,0
172;3;0;3,0;3,0;3,0;2,0;4,0;10,0
173;4;0;2,0;3,0;3,0;2,0;3,0;10,0
174;5;1;2,0;3,0;4,0;2,0;4,0;7,0
175;6;1;2,0;3,0;4,0;1,0;5,0;6,0
176;0;0;2,0;3,0;4,0;2,0;6,0;11,0
177;1;0;3,0;2,0;3,0;1,0;6,0;7,0
178;2;0;4,0;3,0;3,0;2,0;4,0;7,0
179;3;0;4,0;2,0;1,0;1,0;4,0;5,0
180;4;0;2,0;3,0;3,0;2,0;4,0;8,0
181;5;1;2,0;3,0;3,0;2,0;4,0;8,0
182;6;1;4,0;2,0;4,0;1,0;4,0;5,0
183;0;0;2,0;3,0;3,0;1,0;5,0;8,0
184;1;0;3,0;3,0;3,0;2,0;3,0;5,0
185;2;0;2,0;3,0;3,0;2,0;8,0;10,0
186;3;0;2,0;3,0;4,0;2,0;5,0;5,0
187;4;0;2,0;3,0;2,0;2,0;3,0;7,0
188;5;1;4,0;2,0;2,0;1,0;6,0;9,0
189;6;1;2,0;3,0;4,0;2,0;4,0;7,0
190;0;0;3,0;3,0;3,0;2,0;5,0;11,0
191;1;0;2,0;3,0;5,0;1,0;6,0;7,0
192;2;0;4,0;2,0;4,0;1,0;4,0;8,0
193;3;0;2,0;3,0;5,0;1,0;6,0;12,0
194;4;0;1,0;2,0;4,0;1,0;6,0;9,0
195;5;1;3,0;3,0;4,0;1,0;4,0;7,0
196;6;1;3,0;3,0;3,0;2,0;5,0;8,0
197;0;0;2,0;3,0;4,0;2,0;6,0;8,0
198;1;0;3,0;3,0;4,0;2,0;6,0;11,0
199;2;0;2,0;3,0;3,0;1,0;5,0;8,0
200;3;0;3,0;2,0;2,0;1,0;3,0;7,0
201;4;0;2,0;3,0;4,0;1,0;4,0;8,0
202;5;1;3,0;3,0;4,0;2,0;4,0;5,0
203;6;1;3,0;3,0;3,0;2,0;4,0;9,0
204;0;0;1,0;3,0;4,0;2,0;6,0;9,0
205;1;0;3,0;3,0;3,0;2,0;3,0;7,0
206;2;0;2,0;2,0;2,0;1,0;5,0;9,0
207;3;0;2,0;3,0;4,0;2,0;3,0;9,0
208;4;0;3,0;3,0;1,0;2,0;4,0;5,0
209;5;1;2,0;3,0;2,0;2,0;7,0;8,0
210;6;1;4,0;3,0;1,0;2,0;3,0;6,0
211;0;0;3,0;3,0;2,0;1,0;5,0;7,0
212;1;0;2,0;2,0;4,0;1,0;5,0;7,0
213;2;0;3,0;2,0;2,0;1,0;2,0;8,0
214;3;0;2,0;3,0;5,0;1,0;7,0;14,0
215;4;0;2,0;3,0;4,0;1,0;7,0;10,0
216;5;1;2,0;2,0;3,0;1,0;2,0;8,0
217;6;1;2,0;2,0;4,0;1,0;2,0;5,0
218;0;0;3,0;3,0;3,0;2,0;3,0;7,0
219;1;0;3,0;2,0;2,0;1,0;4,0;9,0
220;2;0;3,0;3,0;5,0;2,0;4,0;11,0
221;3;0;2,0;3,0;2,0;2,0;2,0;9,0
222;4;0;3,0;3,0;4,0;2,0;5,0;10,0
223;5;1;2,0;3,0;5,0;2,0;6,0;7,0
224;6;1;3,0;2,0;2,0;1,0;5,0;9,0
225;0;0;3,0;3,0;3,0;2,0;4,0;6,0
226;1;0;3,0;2,0;2,0;1,0;4,0;7,0
227;2;0;3,0;2,0;3,0;2,0;5,0;11,0
228;3;0;3,0;3,0;4,0;1,0;5,0;7,0
229;4;0;4,0;3,0;3,0;2,0;3,0;9,0
230;5;1;2,0;3,0;5,0;2,0;7,0;14,0
231;6;1;2,0;3,0;2,0;2,0;3,0;5,0
232;0;0;2,0;2,0;2,0;1,0;6,0;8,0
233;1;0;3,0;3,0;3,0;2,0;2,0;5,0
234;2;0;2,0;3,0;5,0;2,0;4,0;9,0
235;3;0;4,0;2,0;2,0;1,0;5,0;6,0
236;4;0;3,0;2,0;1,0;1,0;5,0;9,0
237;5;1;3,0;3,0;1,0;1,0;3,0;7,0
238;6;1;2,0;3,0;1,0;2,0;3,0;5,0
239;0;0;3,0;3,0;2,0;2,0;6,0;6,0
240;1;0;2,0;3,0;5,0;1,0;5,0;9,0
241;2;0;4,0;3,0;3,0;2,0;4,0;8,0
242;3;0;2,0;2,0;2,0;1,0;4,0;8,0
243;4;0;3,0;3,0;2,0;2,0;4,0;8,0
244;5;1;1,0;2,0;2,0;1,0;4,0;9,0
245;6;1;3,0;3,0;2,0;1,0;5,0;10,0
246;0;0;3,0;3,0;3,0;2,0;3,0;6,0
247;1;0;3,0;3,0;3,0;2,0;5,0;10,0
248;2;0;3,0;2,0;2,0;1,0;3,0;8,0
249;3;0;2,0;3,0;2,0;2,0;4,0;7,0
250;4;0;2,0;3,0;3,0;1,0;3,0;6,0
251;5;1;2,0;2,0;2,0;1,0;3,0;7,0
252;6;1;3,0;3,0;4,0;2,0;3,0;6,0
253;0;0;3,0;2,0;3,0;1,0;4,0;8,0
254;1;0;2,0;2,0;4,0;1,0;7,0;11,0
255;2;0;2,0;3,0;3,0;2,0;5,0;8,0
256;3;0;2,0;3,0;5,0;2,0;5,0;8,0
257;4;0;2,0;2,0;1,0;2,0;6,0;10,0
258;5;1;3,0;2,0;2,0;1,0;3,0;6,0
259;6;1;3,0;3,0;3,0;2,0;5,0;8,0
260;0;0;2,0;3,0;3,0;2,0;4,0;7,0
261;1;0;2,0;3,0;4,0;2,0;5,0;5,0
262;2;0;2,0;2,0;1,0;2,0;6,0;8,0
263;3;0;3,0;3,0;2,0;2,0;4,0;7,0
264;4;0;4,0;2,0;1,0;1,0;4,0;4,0
265;5;1;3,0;2,0;5,0;1,0;7,0;11,0
266;6;1;3,0;2,0;2,0;1,0;3,0;6,0
267;0;0;4,0;3,0;4,0;2,0;6,0;10,0
268;1;0;2,0;3,0;1,0;1,0;6,0;8,0
269;2;0;3,0;3,0;3,0;2,0;4,0;9,0
270;3;0;2,0;3,0;4,0;2,0;4,0;7,0
271;4;0;4,0;2,0;2,0;1,0;4,0;5,0
272;5;1;2,0;3,0;4,0;1,0;5,0;10,0
273;6;1;3,0;3,0;3,0;2,0;5,0;9,0
274;0;0;2,0;3,0;2,0;2,0;6,0;11,0
275;1;0;3,0;2,0;2,0;1,0;3,0;3,0
276;2;0;3,0;3,0;2,0;2,0;6,0;5,0
277;3;0;2,0;3,0;2,0;2,0;7,0;11,0
278;4;0;4,0;2,0;2,0;1,0;6,0;8,0
279;5;1;2,0;3,0;4,0;1,0;6,0;14,0
280;6;1;2,0;2,0;1,0;1,0;4,0;7,0
281;0;0;2,0;3,0;3,0;2,0;6,0;11,0
282;1;0;3,0;2,0;2,0;1,0;4,0;8,0
283;2;0;1,0;2,0;3,0;2,0;7,0;10,0
284;3;0;5,0;3,0;2,0;1,0;1,0;6,0
285;4;0;2,0;3,0;3,0;2,0;5,0;9,0
286;5;1;2,0;3,0;4,0;2,0;3,0;4,0
287;6;1;3,0;3,0;2,0;2,0;3,0;7,0
288;0;0;3,0;2,0;3,0;1,0;4,0;7,0
289;1;0;2,0;3,0;2,0;2,0;5,0;8,0
290;2;0;2,0;2,0;2,0;1,0;5,0;9,0
291;3;0;4,0;3,0;5,0;2,0;3,0;6,0
292;4;0;2,0;3,0;2,0;2,0;4,0;5,0
293;5;1;2,0;3,0;3,0;2,0;5,0;10,0
294;6;1;3,0;2,0;3,0;1,0;3,0;6,0
295;0;0;2,0;2,0;4,0;1,0;7,0;9,0
296;1;0;3,0;3,0;3,0;2,0;6,0;7,0
297;2;0;2,0;3,0;2,0;2,0;4,0;8,0
298;3;0;2,0;3,0;1,0;2,0;6,0;11,0
299;4;0;3,0;2,0;2,0;2,0;4,0;9,0
300;5;1;2,0;3,0;1,0;2,0;5,0;4,0
301;6;1;2,0;2,0;3,0;1,0;7,0;11,0
302;0;0;4,0;2,0;2,0;2,0;3,0;8,0
303;1;0;3,0;3,0;3,0;2,0;3,0;7,0
304;2;0;2,0;2,0;3,0;2,0;4,0;5,0
305;3;0;2,0;2,0;2,0;1,0;5,0;8,0
306;4;0;2,0;2,0;3,0;1,0;5,0;8,0
307;5;1;2,0;3,0;2,0;2,0;4,0;8,0
308;6;1;2,0;3,0;1,0;2,0;4,0;5,0
309;0;0;4,0;2,0;3,0;1,0;2,0;7,0
310;1;0;2,0;3,0;4,0;2,0;6,0;8,0
311;2;0;3,0;2,0;1,0;1,0;4,0;9,0
312;3;0;3,0;2,0;3,0;1,0;4,0;11,0
313;4;0;2,0;3,0;5,0;2,0;2,0;10,0
314;5;1;2,0;3,0;4,0;2,0;3,0;8,0
315;6;1;2,0;3,0;2,0;2,0;4,0;9,0
316;0;0;3,0;3,0;4,0;2,0;9,0;13,0
317;1;0;3,0;2,0;5,0;1,0;5,0;10,0
318;2;0;1,0;3,0;3,0;2,0;6,0;6,0
319;3;0;3,0;2,0;4,0;1,0;5,0;8,0
320;4;0;2,0;3,0;3,0;2,0;3,0;10,0
321;5;1;3,0;3,0;4,0;2,0;7,0;8,0
322;6;1;3,0;3,0;2,0;2,0;3,0;7,0
323;0;0;2,0;3,0;3,0;2,0;4,0;5,0
324;1;0;2,0;2,0;2,0;1,0;4,0;8,0
325;2;0;2,0;3,0;4,0;2,0;3,0;6,0
326;3;0;2,0;3,0;3,0;2,0;6,0;11,0
327;4;0;2,0;3,0;4,0;2,0;4,0;10,0
328;5;1;2,0;2,0;4,0;2,0;6,0;11,0
329;6;1;3,0;2,0;2,0;1,0;3,0;8,0
330;0;0;4,0;2,0;1,0;1,0;1,0;2,0
331;1;0;2,0;2,0;2,0;2,0;4,0;9,0
332;2;0;2,0;2,0;1,0;2,0;3,0;9,0
333;3;0;3,0;3,0;3,0;1,0;5,0;12,0
334;4;0;3,0;2,0;2,0;1,0;5,0;6,0
335;5;1;2,0;3,0;4,0;2,0;5,0;7,0
336;6;1;3,0;2,0;3,0;1,0;5,0;8,0
337;0;0;2,0;3,0;2,0;2,0;6,0;9,0
338;1;0;2,0;3,0;3,0;2,0;5,0;8,0
339;2;0;2,0;3,0;2,0;2,0;4,0;8,0
340;3;0;3,0;3,0;2,0;2,0;6,0;10,0
341;4;0;3,0;2,0;1,0;1,0;2,0;3,0
342;5;1;4,0;3,0;4,0;2,0;5,0;8,0
343;6;1;2,0;3,0;3,0;2,0;4,0;11,0
344;0;0;3,0;3,0;3,0;2,0;3,0;8,0
345;1;0;3,0;2,0;2,0;1,0;5,0;10,0
346;2;0;2,0;3,0;1,0;2,0;5,0;8,0
347;3;0;3,0;2,0;3,0;1,0;4,0;7,0
348;4;0;3,0;3,0;4,0;1,0;4,0;11,0
349;5;1;3,0;2,0;3,0;1,0;4,0;7,0
350;6;1;4,0;2,0;3,0;1,0;2,0;6,0
351;0;0;2,0;3,0;2,0;2,0;4,0;8,0
352;1;0;2,0;2,0;3,0;1,0;4,0;8,0
353;2;0;2,0;3,0;3,0;2,0;5,0;9,0
354;3;0;4,0;2,0;3,0;1,0;3,0;9,0
355;4;0;2,0;3,0;6,0;2,0;5,0;7,0
356;5;1;3,0;3,0;3,0;2,0;4,0;10,0
357;6;1;4,0;2,0;2,0;1,0;5,0;12,0
358;0;0;3,0;2,0;3,0;1,0;6,0;9,0
359;1;0;3,0;2,0;3,0;1,0;6,0;10,0
360;2;0;2,0;3,0;3,0;2,0;4,0;10,0
361;3;0;3,0;3,0;2,0;2,0;8,0;9,0
362;4;0;3,0;2,0;4,0;1,0;7,0;8,0
363;5;1;3,0;3,0;3,0;2,0;2,0;3,0
364;6;1;3,0;3,0;3,0;2,0;3,0;5,0
365;0;0;1,0;3,0;4,0;2,0;6,0;9,0
366;1;0;0,0;0,0;0,0;0,0;1,0;0,0
