dia;dia_semana;fim_semana;cclothes;eating;mcoffe;mhotfood;toileting;whandface
190;0;0;384,6666666666667;2361,0;478,0;2850,5;459,8;295,0
191;1;0;530,5;2780,6666666666665;437,2;2132,0;448,8333333333333;287,1428571428572
192;2;0;460,5;2427,0;383,25;2275,0;444,0;293,75
193;3;0;309,0;2413,6666666666665;481,8;2819,0;397,6666666666667;250,5
194;4;0;445,0;2069,0;418,0;2411,0;466,6666666666667;278,44444444444446
195;5;1;493,6666666666667;2784,6666666666665;412,25;2036,0;452,5;264,42857142857144
196;6;1;375,0;2466,0;465,0;2745,0;447,4;267,125
197;0;0;461,0;2338,333333333333;411,75;2448,0;489,3333333333333;287,0
198;1;0;487,3333333333333;2477,6666666666665;424,25;2837,0;500,3333333333333;258,1818181818182
199;2;0;521,5;2654,0;450,3333333333333;2655,0;441,8;264,25
200;3;0;374,0;1979,5;382,5;3414,0;381,3333333333333;293,2857142857143
201;4;0;498,5;2315,0;571,75;3002,0;432,75;251,75
202;5;1;433,6666666666667;2357,0;419,25;2818,5;424,0;258,4
203;6;1;462,3333333333333;2525,6666666666665;398,6666666666667;2096,0;503,0;285,0
204;0;0;363,0;2435,333333333333;488,25;2289,0;493,5;239,55555555555557
205;1;0;430,3333333333333;2858,0;442,3333333333333;2355,5;399,0;251,14285714285717
206;2;0;520,0;1966,0;480,5;2161,0;509,8;282,0
207;3;0;494,5;2715,6666666666665;459,75;3036,5;324,6666666666667;280,1111111111111
208;4;0;471,3333333333333;2628,6666666666665;383,0;2900,0;369,0;256,8
209;5;1;365,0;2611,0;393,5;2531,0;395,1428571428572;246,75
210;6;1;455,0;2921,6666666666665;450,0;2924,5;504,6666666666667;244,5
211;0;0;387,0;2576,0;440,0;3245,0;493,8;299,1428571428572
212;1;0;347,0;2067,5;499,25;1961,0;452,8;244,8571428571429
213;2;0;423,0;1862,0;463,5;1961,0;349,5;267,75
214;3;0;384,0;2420,6666666666665;525,2;2068,0;474,1428571428572;275,07142857142856
215;4;0;503,5;2299,6666666666665;435,25;2994,0;425,8571428571428;307,8
216;5;1;526,5;2120,0;409,6666666666667;2472,0;426,5;294,875
217;6;1;584,5;1901,0;458,5;2329,0;581,0;258,6
218;0;0;446,3333333333333;2864,6666666666665;475,3333333333333;2401,5;416,0;297,1428571428572
219;1;0;468,0;2419,0;427,5;3434,0;458,25;275,77777777777777
220;2;0;457,3333333333333;2314,0;474,0;2529,5;479,0;269,3636363636364
221;3;0;511,5;2548,0;533,0;2453,0;504,5;261,77777777777777
222;4;0;535,0;2383,0;397,5;2106,0;431,6;279,0
223;5;1;488,0;2636,6666666666665;437,6;2161,0;438,0;294,7142857142857
224;6;1;499,0;1904,5;461,5;2500,0;410,8;272,77777777777777
225;0;0;494,0;2695,0;442,3333333333333;2659,5;448,75;273,0
226;1;0;387,0;2338,0;562,5;2451,0;505,25;268,1428571428572
227;2;0;472,0;2376,0;468,6666666666667;2614,0;474,2;246,72727272727272
228;3;0;466,3333333333333;2810,0;495,25;2987,0;509,6;254,7142857142857
229;4;0;495,0;2667,333333333333;475,3333333333333;2707,0;438,0;272,6666666666667
230;5;1;369,5;2817,333333333333;437,0;2646,0;431,2857142857143;274,42857142857144
231;6;1;486,5;2868,6666666666665;420,5;2482,5;433,0;251,0
232;0;0;509,0;2396,5;432,5;3464,0;420,3333333333333;275,5
233;1;0;394,6666666666667;2838,333333333333;391,3333333333333;2742,5;448,5;226,2
234;2;0;346,0;2810,333333333333;503,6;2808,5;494,5;280,1111111111111
235;3;0;485,75;2554,5;500,5;2150,0;447,6;249,66666666666663
236;4;0;529,3333333333334;2045,0;578,0;2514,0;450,2;254,22222222222223
237;5;1;434,6666666666667;2578,6666666666665;494,0;2102,0;484,0;261,42857142857144
238;6;1;403,5;2478,6666666666665;547,0;3258,5;485,0;284,4
239;0;0;525,0;2588,0;515,0;2791,5;474,0;293,5
240;1;0;423,0;2844,0;451,6;2548,0;420,0;270,1111111111111
241;2;0;467,25;2257,0;458,0;2344,5;542,0;290,5
242;3;0;490,5;1789,5;458,5;2106,0;488,25;267,625
243;4;0;407,0;2543,6666666666665;437,5;3271,0;487,5;275,125
244;5;1;376,0;1882,0;498,5;2208,0;451,25;263,3333333333333
245;6;1;428,0;2740,0;535,0;1805,0;435,6;267,1
246;0;0;439,3333333333333;2891,6666666666665;529,6666666666666;2127,0;416,6666666666667;275,8333333333333
247;1;0;425,6666666666667;2738,333333333333;403,0;3017,5;463,2;275,8
248;2;0;426,0;2630,0;450,0;2627,0;477,0;310,875
249;3;0;459,5;2876,0;413,0;3487,5;413,75;259,85714285714283
250;4;0;444,0;2492,6666666666665;448,3333333333333;3138,0;453,6666666666667;256,8333333333333
251;5;1;506,0;2296,0;452,5;1955,0;414,6666666666667;248,7142857142857
252;6;1;438,6666666666667;2358,6666666666665;456,0;2500,5;441,0;277,5
253;0;0;506,0;2342,5;407,6666666666667;1983,0;427,5;272,0
254;1;0;416,5;2021,0;498,5;2766,0;421,57142857142856;245,63636363636363
255;2;0;416,5;2870,333333333333;469,0;2911,0;430,2;261,75
256;3;0;524,5;2664,6666666666665;493,2;2404,5;518,0;279,25
257;4;0;379,0;2336,5;570,0;2244,0;399,6666666666667;252,9
258;5;1;462,3333333333333;1902,5;322,5;2279,0;335,3333333333333;269,8333333333333
259;6;1;461,0;2748,333333333333;403,3333333333333;3265,0;479,0;267,0
260;0;0;457,5;2291,6666666666665;525,6666666666666;2666,5;451,0;270,2857142857143
261;1;0;397,5;2469,333333333333;437,25;3399,0;527,8;263,0
262;2;0;483,5;2085,5;594,0;3225,5;411,8333333333333;280,25
263;3;0;448,3333333333333;2661,333333333333;442,5;2736,5;471,0;292,42857142857144
264;4;0;385,0;2044,0;512,0;1916,0;480,5;304,75
265;5;1;417,0;2357,5;392,2;3133,0;414,57142857142856;254,54545454545453
266;6;1;454,3333333333333;1900,5;386,5;3207,0;450,3333333333333;245,16666666666663
267;0;0;500,75;2659,333333333333;433,75;2773,0;495,8333333333333;237,4
268;1;0;361,5;2737,333333333333;414,0;3483,0;418,3333333333333;278,875
269;2;0;496,3333333333333;2463,6666666666665;405,3333333333333;2500,0;469,25;227,77777777777777
270;3;0;458,0;2646,0;499,0;2883,5;515,25;262,85714285714283
271;4;0;435,25;1832,0;449,5;2520,0;445,5;306,0
272;5;1;430,5;2574,0;454,0;2469,0;460,2;270,1
273;6;1;504,6666666666667;2752,333333333333;445,3333333333333;3146,0;433,8;252,77777777777777
274;0;0;433,0;2412,333333333333;441,5;2604,5;433,1666666666667;266,45454545454544
275;1;0;479,6666666666667;2149,5;565,0;2130,0;483,0;289,3333333333333
276;2;0;505,3333333333333;2781,0;321,0;2432,5;419,0;270,0
277;3;0;429,5;2704,6666666666665;382,5;2659,0;539,5714285714286;261,0
278;4;0;398,5;2119,5;444,0;3500,0;521,8333333333334;244,5
279;5;1;492,0;2897,6666666666665;465,0;2065,0;434,1666666666667;293,0
280;6;1;467,5;2608,0;449,0;2744,0;511,25;269,1428571428572
281;0;0;571,5;2673,333333333333;509,0;2962,0;421,8333333333333;278,1818181818182
282;1;0;444,6666666666667;1821,0;450,0;2705,0;363,25;291,875
283;2;0;517,0;2301,0;436,3333333333333;2105,0;419,0;267,8
284;3;0;483,2;2700,6666666666665;541,0;3095,0;389,0;255,83333333333331
285;4;0;437,5;2405,6666666666665;452,3333333333333;2304,5;515,0;288,6666666666667
286;5;1;413,0;2596,333333333333;385,75;3278,0;419,0;242,75
287;6;1;396,3333333333333;2326,6666666666665;471,5;2138,5;507,6666666666667;275,42857142857144
288;0;0;460,6666666666667;1608,0;395,0;3542,0;512,0;266,42857142857144
289;1;0;446,0;2367,0;425,0;3202,0;476,2;258,0
290;2;0;374,5;1925,0;455,0;2961,0;431,4;272,22222222222223
291;3;0;437,75;2368,0;474,2;2569,0;480,3333333333333;251,16666666666663
292;4;0;492,0;2541,333333333333;491,0;2866,5;518,5;277,2
293;5;1;461,0;2703,0;449,0;2665,5;439,8;281,7
294;6;1;392,0;1932,0;451,6666666666667;3377,0;396,3333333333333;254,33333333333331
295;0;0;425,5;1631,5;496,75;2821,0;454,8571428571428;295,22222222222223
296;1;0;410,6666666666667;2656,0;458,3333333333333;2401,0;457,1666666666667;268,1428571428572
297;2;0;452,5;2836,0;508,5;2019,0;506,0;290,625
298;3;0;475,0;2735,6666666666665;455,0;2785,0;437,3333333333333;254,8181818181818
299;4;0;483,6666666666667;1717,5;419,0;2313,5;472,75;255,44444444444449
300;5;1;501,0;2786,6666666666665;576,0;3222,5;528,4;276,75
301;6;1;417,0;1805,5;521,3333333333334;2718,0;475,7142857142857;266,09090909090907
302;0;0;435,0;1888,5;459,5;2469,0;468,3333333333333;271,125
303;1;0;519,3333333333334;2731,0;519,6666666666666;2515,5;516,3333333333334;265,2857142857143
304;2;0;414,5;2349,5;344,0;2775,5;456,0;266,6
305;3;0;372,0;2107,5;457,5;3114,0;469,6;305,0
306;4;0;388,0;1824,0;441,6666666666667;2159,0;420,2;309,75
307;5;1;402,5;2729,6666666666665;410,5;2549,5;508,0;272,625
308;6;1;568,5;2582,333333333333;569,0;2791,5;383,25;262,0
309;0;0;386,75;2121,0;440,3333333333333;3537,0;456,5;284,85714285714283
310;1;0;492,0;2543,0;514,75;2852,0;447,1666666666667;271,25
311;2;0;411,0;2278,5;364,0;3480,0;538,75;292,3333333333333
312;3;0;513,3333333333334;1671,5;485,3333333333333;2077,0;484,5;265,72727272727275
313;4;0;481,5;2401,333333333333;422,0;2134,5;412,0;263,4
314;5;1;480,5;2829,6666666666665;472,75;2756,0;400,6666666666667;251,25
315;6;1;473,0;2393,6666666666665;380,5;2916,0;458,25;259,0
316;0;0;472,3333333333333;2314,0;456,0;2766,5;442,55555555555554;255,53846153846155
317;1;0;487,0;2322,0;459,6;2637,0;433,4;281,9
318;2;0;419,0;2706,333333333333;437,0;3276,0;479,8333333333333;225,33333333333331
319;3;0;449,0;1983,5;424,5;3449,0;460,4;287,625
320;4;0;448,0;2818,0;484,3333333333333;2496,5;479,3333333333333;279,1
321;5;1;539,6666666666666;2684,333333333333;454,25;2407,5;495,57142857142856;273,625
322;6;1;424,6666666666667;2868,0;472,0;2482,0;466,3333333333333;265,1428571428572
323;0;0;421,5;2339,0;415,3333333333333;2387,0;430,0;273,2
324;1;0;431,0;2438,5;344,0;2299,0;473,25;255,75
325;2;0;453,5;2661,0;507,25;2532,5;438,0;269,1666666666667
326;3;0;365,0;2901,0;423,3333333333333;2608,5;530,5;287,6363636363636
327;4;0;385,5;2708,333333333333;439,0;1909,5;419,25;281,1
328;5;1;503,0;2223,0;441,5;3103,0;489,1666666666667;264,1818181818182
329;6;1;463,6666666666667;2157,0;442,5;1935,0;498,3333333333333;246,375
330;0;0;459,0;1957,0;330,0;2185,0;389,0;233,5
331;1;0;481,0;2270,5;341,0;2960,5;377,0;275,6666666666667
332;2;0;517,5;1951,5;386,0;2906,5;372,6666666666667;265,1111111111111
333;3;0;387,0;2478,6666666666665;457,6666666666667;2508,0;422,2;282,3333333333333
334;4;0;530,3333333333334;2079,5;585,0;2296,0;504,0;269,3333333333333
335;5;1;413,5;2713,333333333333;454,25;3156,5;507,4;278,85714285714283
336;6;1;446,0;2228,0;490,3333333333333;2251,0;458,4;265,625
337;0;0;481,5;2900,6666666666665;462,5;2963,0;476,6666666666667;256,6666666666667
338;1;0;518,5;2927,0;454,0;3078,5;500,6;290,875
339;2;0;498,5;2500,6666666666665;514,5;2309,5;458,25;251,875
340;3;0;498,6666666666667;2562,333333333333;482,5;2267,5;408,3333333333333;297,3
341;4;0;575,3333333333334;1700,5;568,0;3369,0;456,5;239,33333333333331
342;5;1;460,25;2701,0;409,0;2234,0;506,0;271,875
343;6;1;469,5;2671,6666666666665;393,0;1885,5;473,75;264,45454545454544
344;0;0;358,3333333333333;2393,0;450,3333333333333;2830,0;435,0;261,625
345;1;0;539,3333333333334;2402,0;386,5;2480,0;458,6;252,9
346;2;0;496,5;2942,6666666666665;552,0;3186,5;469,6;253,5
347;3;0;471,3333333333333;2442,0;543,0;1850,0;431,75;257,57142857142856
348;4;0;457,3333333333333;2748,333333333333;423,75;2441,0;449,5;284,90909090909093
349;5;1;401,0;2506,0;392,3333333333333;2896,0;415,25;301,85714285714283
350;6;1;453,25;2100,5;423,0;2473,0;443,0;276,5
351;0;0;497,0;2798,6666666666665;434,0;2647,5;481,0;274,5
352;1;0;473,0;1938,0;501,0;1875,0;412,5;253,5
353;2;0;345,5;2365,333333333333;428,6666666666667;3064,5;447,0;263,44444444444446
354;3;0;506,5;2165,5;435,0;2008,0;406,3333333333333;292,0
355;4;0;511,0;2896,333333333333;457,6666666666667;2718,5;443,0;266,1428571428572
356;5;1;490,3333333333333;2856,333333333333;413,6666666666667;3209,0;416,25;277,1
357;6;1;494,0;2001,0;370,5;2384,0;490,6;261,0
358;0;0;451,0;1940,5;482,0;2614,0;371,6666666666667;280,6666666666667
359;1;0;436,0;1965,0;502,3333333333333;2965,0;395,6666666666667;264,7
360;2;0;470,0;2430,0;477,6666666666667;2836,5;433,25;270,0
361;3;0;411,0;2839,333333333333;391,5;3111,5;502,0;236,55555555555557
