dia;dia_semana;fim_semana;cclothes;eating;mcoffe;mhotfood;toileting;whandface
58;1;0;1404,0;8393,0;1108,0;4574,0;1844,0;1152,0
59;2;0;980,0;4519,0;1726,0;2490,0;1472,0;1729,0
60;3;0;1381,0;3131,0;1275,0;2087,0;1826,0;1712,0
61;4;0;1138,0;8772,0;1457,0;5366,0;1968,0;2353,0
62;5;1;1061,0;3726,0;1065,0;2908,0;2243,0;2159,0
63;6;1;1036,0;7029,0;1581,0;5307,0;1857,0;2075,0
64;0;0;1020,0;8067,0;2038,0;5474,0;1352,0;1998,0
65;1;0;836,0;4785,0;780,0;2819,0;2961,0;3382,0
66;2;0;1266,0;7065,0;1608,0;4707,0;2991,0;2036,0
67;3;0;1373,0;7702,0;1542,0;5611,0;1319,0;3018,0
68;4;0;907,0;8062,0;1281,0;5051,0;3015,0;2536,0
69;5;1;722,0;8014,0;2236,0;5433,0;2266,0;2948,0
70;6;1;1215,0;8015,0;1042,0;5119,0;1319,0;1784,0
71;0;0;746,0;7305,0;1845,0;2110,0;1750,0;1793,0
72;1;0;1367,0;4584,0;1364,0;4206,0;1566,0;2310,0
73;2;0;1573,0;8480,0;1156,0;5605,0;2420,0;1870,0
74;3;0;836,0;7926,0;1435,0;4342,0;3090,0;2591,0
75;4;0;982,0;7154,0;502,0;5733,0;1460,0;1314,0
76;5;1;1555,0;8269,0;1479,0;4807,0;1039,0;2096,0
77;6;1;1962,0;8022,0;810,0;4595,0;2369,0;1846,0
78;0;0;1828,0;4329,0;1387,0;3252,0;1772,0;1566,0
79;1;0;1545,0;4048,0;1525,0;2256,0;1164,0;2034,0
80;2;0;982,0;7561,0;998,0;6625,0;3276,0;3265,0
81;3;0;743,0;5025,0;850,0;5549,0;2639,0;1576,0
82;4;0;913,0;7242,0;810,0;5732,0;2574,0;2712,0
83;5;1;965,0;8845,0;1542,0;6254,0;1693,0;1441,0
84;6;1;1119,0;6998,0;1572,0;5804,0;878,0;2518,0
85;0;0;1235,0;4008,0;584,0;3313,0;2268,0;1911,0
86;1;0;370,0;7589,0;1128,0;5864,0;2674,0;2352,0
87;2;0;1412,0;7848,0;730,0;4646,0;1938,0;1995,0
88;3;0;969,0;5106,0;525,0;3583,0;2390,0;2762,0
89;4;0;911,0;7023,0;1300,0;6220,0;2110,0;1801,0
90;5;1;920,0;7648,0;1077,0;5643,0;2130,0;1611,0
91;6;1;1046,0;7447,0;1000,0;4025,0;2188,0;1540,0
92;0;0;1144,0;7584,0;1390,0;5080,0;3049,0;2899,0
93;1;0;1385,0;7493,0;1663,0;6114,0;1350,0;1742,0
94;2;0;1776,0;8029,0;1191,0;7005,0;1893,0;2247,0
95;3;0;1684,0;7798,0;1161,0;4375,0;2529,0;2703,0
96;4;0;1562,0;5054,0;1318,0;3155,0;1213,0;1780,0
97;5;1;841,0;7527,0;1812,0;5935,0;2098,0;2234,0
98;6;1;1971,0;3896,0;701,0;5977,0;2473,0;2203,0
99;0;0;1110,0;3609,0;1269,0;3370,0;2270,0;2450,0
100;1;0;872,0;8392,0;1530,0;4418,0;2414,0;2596,0
101;2;0;898,0;6949,0;2099,0;5879,0;1480,0;2464,0
102;3;0;926,0;7287,0;1278,0;5383,0;2485,0;1319,0
103;4;0;1649,0;5060,0;914,0;3544,0;741,0;1526,0
104;5;1;959,0;7452,0;1083,0;6443,0;2175,0;2020,0
105;6;1;1925,0;3809,0;972,0;3125,0;584,0;579,0
106;0;0;1115,0;7603,0;1886,0;4072,0;2681,0;1473,0
107;1;0;908,0;7714,0;1258,0;5278,0;2517,0;2724,0
108;2;0;915,0;8517,0;991,0;5478,0;1921,0;2158,0
109;3;0;1384,0;5255,0;792,0;2580,0;1665,0;2233,0
110;4;0;895,0;8222,0;589,0;5166,0;1593,0;1524,0
111;5;1;1147,0;7792,0;1549,0;5617,0;2814,0;1916,0
112;6;1;867,0;7221,0;302,0;5130,0;1402,0;2204,0
113;0;0;826,0;8708,0;1300,0;5040,0;1546,0;2237,0
114;1;0;1028,0;8195,0;982,0;4458,0;2118,0;1530,0
115;2;0;1106,0;8125,0;846,0;4790,0;2929,0;2924,0
116;3;0;720,0;8378,0;1613,0;5368,0;2492,0;1799,0
117;4;0;1063,0;7721,0;2234,0;6042,0;2992,0;1941,0
118;5;1;1071,0;3616,0;1124,0;3098,0;2222,0;2054,0
119;6;1;947,0;7407,0;1380,0;5770,0;2186,0;2032,0
120;0;0;545,0;7684,0;1026,0;5292,0;1947,0;3099,0
121;1;0;644,0;7897,0;1525,0;6253,0;1355,0;1424,0
122;2;0;702,0;7414,0;1094,0;4768,0;2462,0;3221,0
123;3;0;914,0;7134,0;774,0;5904,0;1592,0;1179,0
124;4;0;863,0;7784,0;1423,0;5079,0;2180,0;2277,0
125;5;1;837,0;4744,0;1005,0;2931,0;2463,0;1925,0
126;6;1;1047,0;8354,0;717,0;6589,0;2810,0;1274,0
