dia;dia_semana;fim_semana;cclothes;eating;mcoffe;mhotfood;toileting;whandface
97;5;1;2,0;3,0;4,0;2,0;5,0;9,0
98;6;1;4,0;2,0;2,0;2,0;5,0;8,0
99;0;0;2,0;2,0;3,0;1,0;5,0;9,0
100;1;0;2,0;3,0;3,0;2,0;5,0;9,0
101;2;0;2,0;3,0;4,0;2,0;3,0;8,0
102;3;0;2,0;3,0;3,0;2,0;5,0;5,0
103;4;0;3,0;2,0;2,0;1,0;2,0;6,0
104;5;1;2,0;3,0;2,0;2,0;4,0;8,0
105;6;1;4,0;2,0;2,0;1,0;1,0;3,0
106;0;0;3,0;3,0;4,0;2,0;6,0;6,0
107;1;0;2,0;3,0;3,0;2,0;5,0;10,0
108;2;0;2,0;3,0;3,0;2,0;4,0;8,0
109;3;0;3,0;2,0;2,0;1,0;4,0;9,0
110;4;0;2,0;3,0;1,0;2,0;3,0;5,0
111;5;1;2,0;3,0;3,0;2,0;6,0;7,0
112;6;1;2,0;3,0;1,0;2,0;3,0;8,0
113;0;0;2,0;3,0;3,0;2,0;3,0;8,0
114;1;0;3,0;3,0;2,0;2,0;5,0;6,0
115;2;0;3,0;3,0;2,0;2,0;7,0;11,0
116;3;0;2,0;3,0;3,0;2,0;6,0;7,0
117;4;0;2,0;3,0;5,0;2,0;6,0;8,0
118;5;1;3,0;2,0;3,0;1,0;5,0;8,0
119;6;1;2,0;3,0;3,0;2,0;5,0;8,0
120;0;0;1,0;3,0;2,0;2,0;4,0;11,0
121;1;0;2,0;3,0;3,0;2,0;3,0;6,0
122;2;0;2,0;3,0;2,0;2,0;5,0;13,0
123;3;0;2,0;3,0;2,0;2,0;3,0;4,0
124;4;0;2,0;3,0;3,0;2,0;5,0;8,0
125;5;1;2,0;2,0;2,0;1,0;5,0;7,0
126;6;1;2,0;3,0;2,0;2,0;6,0;6,0
