dia;dia_semana;fim_semana;duracao;frequencia;durfreq;outlier
106;1;0;2724,0;10,0;272,4;1
107;2;0;2158,0;8,0;269,75;1
108;3;0;2233,0;9,0;248,11111111111111;1
109;4;0;1524,0;5,0;304,8;1
110;5;1;1916,0;7,0;273,7142857142857;1
111;6;1;2204,0;8,0;275,5;1
112;0;0;2237,0;8,0;279,625;1
113;1;0;1530,0;6,0;255,0;1
114;2;0;2924,0;11,0;265,8181818181818;1
115;3;0;1799,0;7,0;257,0;1
116;4;0;1941,0;8,0;242,625;1
117;5;1;2054,0;8,0;256,75;1
118;6;1;2032,0;8,0;254,0;1
119;0;0;3099,0;11,0;281,72727272727275;1
120;1;0;1424,0;6,0;237,3333333333333;1
121;2;0;3221,0;13,0;247,7692307692308;1
122;3;0;1179,0;4,0;294,75;1
123;4;0;2277,0;8,0;284,625;1
124;5;1;1925,0;7,0;275,0;1
125;6;1;1274,0;6,0;212,3333333333333;1
